sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior,bfi_extraversion,bfi_neuroticism
1,threat,-219,233,100,51,100,80,2.6666666666666665,3
1,prosocial,52,203,67,66,100,80,2.6666666666666665,3
2,threat,-217,223,100,0,75,86.6,3.6666666666666665,3.8333333333333335
2,prosocial,179,221,100,49,75,86.6,3.6666666666666665,3.8333333333333335
3,threat,-163,-13,71,31,69,85.4,3.5,2.5
3,prosocial,-153,-240,59,1,69,85.4,3.5,2.5
4,threat,-206,193,92,48,86,86.2,4.166666666666667,1.1666666666666667
4,prosocial,213,201,96,70,86,86.2,4.166666666666667,1.1666666666666667
5,threat,-225,235,80,20,90,78,1.3333333333333333,4.5
5,prosocial,172,225,100,30,90,78,1.3333333333333333,4.5
6,threat,-63,-89,70,70,70,83,2.6666666666666665,3.8333333333333335
6,prosocial,112,98,60,60,70,83,2.6666666666666665,3.8333333333333335
7,threat,-205,80,92,81,95,93.8,3.5,2.5
7,prosocial,-108,-64,91,31,95,93.8,3.5,2.5
8,threat,-122,68,70,81,86,93.8,2.6666666666666665,2.6666666666666665
8,prosocial,76,-52,80,80,86,93.8,2.6666666666666665,2.6666666666666665
9,threat,0,207,100,0,95,98,2.1666666666666665,2.3333333333333335
9,prosocial,223,6,100,0,95,98,2.1666666666666665,2.3333333333333335
10,threat,-235,217,88,92,81,89.2,2.3333333333333335,3.1666666666666665
10,prosocial,203,147,83,79,81,89.2,2.3333333333333335,3.1666666666666665
11,threat,-244,244,100,0,100,100,4.333333333333333,2.6666666666666665
11,prosocial,4,2,100,0,100,100,4.333333333333333,2.6666666666666665
12,threat,-157,157,73,37,39,57.6,2.3333333333333335,1.5
12,prosocial,175,75,64,33,39,57.6,2.3333333333333335,1.5
13,threat,-74,166,82,60,79,80.4,2.5,2.3333333333333335
13,prosocial,61,114,88,59,79,80.4,2.5,2.3333333333333335
14,threat,-221,195,100,70,90,98,4.333333333333333,1.3333333333333333
14,prosocial,199,208,100,90,90,98,4.333333333333333,1.3333333333333333
15,threat,-238,240,82,63,85,89.4,1.8333333333333333,3
15,prosocial,141,136,96,90,85,89.4,1.8333333333333333,3
16,threat,-197,117,100,0,100,100,1.8333333333333333,4.666666666666667
16,prosocial,189,91,100,0,100,100,1.8333333333333333,4.666666666666667
17,threat,-209,-226,90,15,76,66,2.6666666666666665,1.5
17,prosocial,163,99,78,59,76,66,2.6666666666666665,1.5
18,threat,-94,198,100,0,100,98.6,2.8333333333333335,3.1666666666666665
18,prosocial,208,170,100,0,100,98.6,2.8333333333333335,3.1666666666666665
19,threat,-181,31,90,10,90,89.8,1.3333333333333333,3.1666666666666665
19,prosocial,13,137,90,86,90,89.8,1.3333333333333333,3.1666666666666665
20,threat,0,0,100,0,100,100,2,4
20,prosocial,200,89,100,100,100,100,2,4
21,threat,-164,180,97,51,97,92.8,3.5,3.5
21,prosocial,94,-4,100,51,97,92.8,3.5,3.5
22,threat,-246,189,100,82,100,100,1.6666666666666667,4
22,prosocial,132,51,100,40,100,100,1.6666666666666667,4
23,threat,-218,1,81,91,72,92.8,2.5,1.1666666666666667
23,prosocial,223,-1,82,81,72,92.8,2.5,1.1666666666666667
24,threat,-134,147,80,60,80,90,2,3.3333333333333335
24,prosocial,5,38,80,51,80,90,2,3.3333333333333335
25,threat,-224,85,100,0,95,89,2.1666666666666665,3.6666666666666665
25,prosocial,111,229,100,0,95,89,2.1666666666666665,3.6666666666666665
26,threat,-224,173,98,93,100,99.4,2.3333333333333335,4
26,prosocial,178,55,98,100,100,99.4,2.3333333333333335,4
27,threat,142,-1,90,10,90,94,1.5,1.3333333333333333
27,prosocial,210,40,90,0,90,94,1.5,1.3333333333333333
28,threat,-8,50,94,1,86,95.6,3.1666666666666665,1.5
28,prosocial,123,-97,94,50,86,95.6,3.1666666666666665,1.5
29,threat,-232,200,100,100,92,82,3.1666666666666665,2.8333333333333335
29,prosocial,214,151,83,87,92,82,3.1666666666666665,2.8333333333333335
30,threat,-230,193,100,0,75,92,1.5,2.8333333333333335
30,prosocial,222,-131,100,0,75,92,1.5,2.8333333333333335
31,threat,-249,247,100,100,100,100,4.5,1.3333333333333333
31,prosocial,250,117,100,100,100,100,4.5,1.3333333333333333
32,threat,-214,211,96,0,81,75,2,3.8333333333333335
32,prosocial,85,83,88,0,81,75,2,3.8333333333333335
33,threat,234,233,100,0,95,99,3.3333333333333335,2.1666666666666665
33,prosocial,249,248,100,0,95,99,3.3333333333333335,2.1666666666666665
34,threat,-245,-245,100,100,100,99.4,1.5,4.833333333333333
34,prosocial,57,51,100,12,100,99.4,1.5,4.833333333333333
35,threat,-164,-159,100,43,84,79.8,3.1666666666666665,2.6666666666666665
35,prosocial,3,5,60,58,84,79.8,3.1666666666666665,2.6666666666666665
36,threat,-199,214,91,20,79,85.8,3.6666666666666665,2
36,prosocial,160,193,91,32,79,85.8,3.6666666666666665,2
37,threat,-197,107,83,83,85,89,2.5,3.1666666666666665
37,prosocial,197,111,73,74,85,89,2.5,3.1666666666666665
38,threat,-119,-113,100,0,100,100,4.5,2.3333333333333335
38,prosocial,51,146,100,0,100,100,4.5,2.3333333333333335
39,threat,-199,190,84,93,95,98.4,2.6666666666666665,3.3333333333333335
39,prosocial,-29,-158,60,48,95,98.4,2.6666666666666665,3.3333333333333335
40,threat,-119,75,100,27,100,86.2,2.8333333333333335,3.1666666666666665
40,prosocial,72,76,100,16,100,86.2,2.8333333333333335,3.1666666666666665
41,threat,-246,176,100,10,45,82,1.8333333333333333,2.8333333333333335
41,prosocial,60,187,100,30,45,82,1.8333333333333333,2.8333333333333335
42,threat,-52,190,99,76,100,98.2,3.6666666666666665,1
42,prosocial,111,92,100,92,100,98.2,3.6666666666666665,1
43,threat,-243,-243,70,95,71,71.8,4,1.5
43,prosocial,239,3,75,39,71,71.8,4,1.5
44,threat,-239,-22,100,14,74,94.6,3.8333333333333335,1.8333333333333333
44,prosocial,168,214,100,0,74,94.6,3.8333333333333335,1.8333333333333333
45,threat,-93,-43,95,60,90,92,2.6666666666666665,4
45,prosocial,45,148,100,70,90,92,2.6666666666666665,4
46,threat,-172,79,100,51,100,100,1.3333333333333333,3.1666666666666665
46,prosocial,108,-1,100,49,100,100,1.3333333333333333,3.1666666666666665
47,threat,-210,214,100,10,90,96.2,3,2.3333333333333335
47,prosocial,225,139,100,20,90,96.2,3,2.3333333333333335
48,threat,-235,242,90,87,91,97,1.5,3.8333333333333335
48,prosocial,165,232,100,100,91,97,1.5,3.8333333333333335
49,threat,-219,220,80,0,80,84,1.8333333333333333,2
49,prosocial,34,206,85,0,80,84,1.8333333333333333,2
50,threat,-190,200,100,0,90,94.8,1.1666666666666667,5
50,prosocial,163,125,100,0,90,94.8,1.1666666666666667,5
51,threat,-38,-2,100,100,100,95.2,2.1666666666666665,2.6666666666666665
51,prosocial,245,245,100,12,100,95.2,2.1666666666666665,2.6666666666666665
52,threat,-232,-238,100,0,90,94.6,4.666666666666667,2.1666666666666665
52,prosocial,238,1,100,100,90,94.6,4.666666666666667,2.1666666666666665
53,threat,0,-1,100,0,100,100,4.833333333333333,1.8333333333333333
53,prosocial,188,138,100,0,100,100,4.833333333333333,1.8333333333333333
55,threat,-234,240,100,0,100,100,2,5
55,prosocial,224,-1,100,0,100,100,2,5
56,threat,-179,201,100,0,100,100,2.8333333333333335,2.5
56,prosocial,33,145,99,0,100,100,2.8333333333333335,2.5
57,threat,-147,208,100,0,80,94.6,3.1666666666666665,4.333333333333333
57,prosocial,182,88,100,0,80,94.6,3.1666666666666665,4.333333333333333
58,threat,-216,223,91,100,87,97.4,1.8333333333333333,4.166666666666667
58,prosocial,131,109,87,78,87,97.4,1.8333333333333333,4.166666666666667
59,threat,-119,-248,100,1,91,82.8,3,2.5
59,prosocial,181,45,100,0,91,82.8,3,2.5
60,threat,-246,245,100,0,90,95.8,2.6666666666666665,5
60,prosocial,248,156,100,30,90,95.8,2.6666666666666665,5
61,threat,-224,-1,100,0,100,90,2,3.1666666666666665
61,prosocial,230,232,100,100,100,90,2,3.1666666666666665
62,threat,-193,221,80,80,95,95.2,4.166666666666667,2.1666666666666665
62,prosocial,176,77,80,80,95,95.2,4.166666666666667,2.1666666666666665
63,threat,-82,56,72,15,36,63.8,3.6666666666666665,3
63,prosocial,182,27,89,70,36,63.8,3.6666666666666665,3
64,threat,-142,216,70,76,61,66.6,2.6666666666666665,1.6666666666666667
64,prosocial,144,180,67,66,61,66.6,2.6666666666666665,1.6666666666666667
65,threat,-106,201,100,85,80,94.4,3.1666666666666665,1
65,prosocial,194,90,65,30,80,94.4,3.1666666666666665,1
66,threat,-43,226,100,0,100,99.8,3,2.6666666666666665
66,prosocial,215,212,100,0,100,99.8,3,2.6666666666666665
67,threat,-182,24,81,17,92,94.2,4,1.8333333333333333
67,prosocial,234,83,100,51,92,94.2,4,1.8333333333333333
68,threat,-242,-2,49,51,53,63.8,1,5
68,prosocial,119,5,47,44,53,63.8,1,5
69,threat,-175,155,100,20,100,95.8,2.3333333333333335,2.5
69,prosocial,5,92,100,0,100,95.8,2.3333333333333335,2.5
70,threat,-208,188,100,0,95,96.8,2.5,2
70,prosocial,192,196,100,0,95,96.8,2.5,2
71,threat,-185,166,100,0,85,74,1.6666666666666667,2.8333333333333335
71,prosocial,132,-1,100,0,85,74,1.6666666666666667,2.8333333333333335
72,threat,-249,248,100,0,100,92.2,2.5,3.8333333333333335
72,prosocial,62,219,100,0,100,92.2,2.5,3.8333333333333335
73,threat,-138,18,100,0,100,100,3.8333333333333335,1.5
73,prosocial,23,-18,100,0,100,100,3.8333333333333335,1.5
74,threat,-214,244,90,51,96,92.8,2.3333333333333335,3
74,prosocial,1,0,100,0,96,92.8,2.3333333333333335,3
75,threat,-238,241,100,0,100,100,5,1.1666666666666667
75,prosocial,237,35,100,0,100,100,5,1.1666666666666667
76,threat,-235,231,72,99,63,79.8,2.8333333333333335,3.5
76,prosocial,19,-26,72,87,63,79.8,2.8333333333333335,3.5
77,threat,-223,226,99,1,86,96.8,2.6666666666666665,3.1666666666666665
77,prosocial,136,94,99,2,86,96.8,2.6666666666666665,3.1666666666666665
78,threat,-177,208,100,100,80,91,1.5,3.3333333333333335
78,prosocial,142,148,100,100,80,91,1.5,3.3333333333333335
79,threat,-190,139,83,73,73,81,2.3333333333333335,3
79,prosocial,144,-9,93,67,73,81,2.3333333333333335,3
80,threat,-232,230,100,1,91,97.2,4.333333333333333,4.333333333333333
80,prosocial,242,226,100,58,91,97.2,4.333333333333333,4.333333333333333
81,threat,-216,223,100,54,95,92.8,2.6666666666666665,2.8333333333333335
81,prosocial,229,153,100,45,95,92.8,2.6666666666666665,2.8333333333333335
82,threat,-173,136,100,0,95,93.2,3.1666666666666665,3.3333333333333335
82,prosocial,125,175,100,0,95,93.2,3.1666666666666665,3.3333333333333335
83,threat,-220,-2,81,21,61,83,2.3333333333333335,4.833333333333333
83,prosocial,181,1,85,15,61,83,2.3333333333333335,4.833333333333333
84,threat,-246,242,100,0,90,90.6,2.6666666666666665,2.5
84,prosocial,192,88,100,0,90,90.6,2.6666666666666665,2.5
85,threat,-96,99,100,0,100,80.8,2.6666666666666665,1.3333333333333333
85,prosocial,149,150,100,0,100,80.8,2.6666666666666665,1.3333333333333333
86,threat,-243,243,100,0,100,100,2,3.6666666666666665
86,prosocial,65,204,100,0,100,100,2,3.6666666666666665
87,threat,-187,175,100,0,90,94.2,5,1.5
87,prosocial,207,145,100,0,90,94.2,5,1.5
88,threat,-235,179,100,0,90,85,3.3333333333333335,2.3333333333333335
88,prosocial,213,203,100,0,90,85,3.3333333333333335,2.3333333333333335
89,threat,-217,148,100,70,90,96,3.1666666666666665,2
89,prosocial,157,-1,100,80,90,96,3.1666666666666665,2
90,threat,-223,121,98,0,98,95.6,2.5,1.6666666666666667
90,prosocial,115,19,100,0,98,95.6,2.5,1.6666666666666667
91,threat,-128,144,90,27,100,92.6,3,2.5
91,prosocial,50,62,86,24,100,92.6,3,2.5
92,threat,-184,162,100,100,89,91.4,2.5,1.3333333333333333
92,prosocial,199,177,98,98,89,91.4,2.5,1.3333333333333333
93,threat,-177,166,100,23,100,90.2,1.5,1.8333333333333333
93,prosocial,78,-106,100,13,100,90.2,1.5,1.8333333333333333
94,threat,-125,181,89,18,21,60,2.6666666666666665,2.6666666666666665
94,prosocial,129,158,16,87,21,60,2.6666666666666665,2.6666666666666665
95,threat,-241,241,100,0,98,99.2,1.6666666666666667,4.833333333333333
95,prosocial,243,183,100,0,98,99.2,1.6666666666666667,4.833333333333333
96,threat,-133,112,80,11,87,94.6,4,2
96,prosocial,139,27,86,9,87,94.6,4,2
97,threat,-101,93,90,0,87,95.2,1.1666666666666667,2.6666666666666665
97,prosocial,14,-1,100,0,87,95.2,1.1666666666666667,2.6666666666666665
98,threat,-220,150,90,10,90,97,2.6666666666666665,1.6666666666666667
98,prosocial,161,181,95,5,90,97,2.6666666666666665,1.6666666666666667
99,threat,-155,147,100,0,88,95.2,3.6666666666666665,2.6666666666666665
99,prosocial,32,175,100,0,88,95.2,3.6666666666666665,2.6666666666666665
100,threat,2,-2,51,53,65,50.8,2.8333333333333335,2.5
100,prosocial,0,-1,47,53,65,50.8,2.8333333333333335,2.5
101,threat,-215,218,100,0,100,100,2.5,4.333333333333333
101,prosocial,-2,-1,100,0,100,100,2.5,4.333333333333333
102,threat,-206,179,100,100,98,99.2,3.1666666666666665,1.1666666666666667
102,prosocial,171,174,100,100,98,99.2,3.1666666666666665,1.1666666666666667
103,threat,-33,-36,49,48,79,73.6,2.8333333333333335,3.1666666666666665
103,prosocial,-31,-39,51,49,79,73.6,2.8333333333333335,3.1666666666666665
104,threat,-170,202,96,1,89,93.4,3.3333333333333335,3.5
104,prosocial,167,188,95,4,89,93.4,3.3333333333333335,3.5
105,threat,-221,2,91,100,100,100,2.3333333333333335,5
105,prosocial,1,173,80,67,100,100,2.3333333333333335,5
106,threat,-187,152,100,0,91,96.2,3,1.8333333333333333
106,prosocial,208,-95,100,0,91,96.2,3,1.8333333333333333
107,threat,-237,226,100,100,100,80,3.8333333333333335,3
107,prosocial,158,181,100,100,100,80,3.8333333333333335,3
108,threat,-175,116,91,9,89,94.4,3.1666666666666665,4
108,prosocial,164,-144,80,6,89,94.4,3.1666666666666665,4
109,threat,-75,41,87,27,95,87.2,1.1666666666666667,3.8333333333333335
109,prosocial,148,28,90,43,95,87.2,1.1666666666666667,3.8333333333333335
110,threat,7,7,92,3,71,90.6,4.666666666666667,1.3333333333333333
110,prosocial,194,0,90,45,71,90.6,4.666666666666667,1.3333333333333333
111,threat,-231,207,100,0,92,96.4,2.8333333333333335,3.1666666666666665
111,prosocial,-1,-9,100,0,92,96.4,2.8333333333333335,3.1666666666666665
113,threat,-226,232,100,81,50,69.6,2.8333333333333335,2.5
113,prosocial,65,163,100,20,50,69.6,2.8333333333333335,2.5
114,threat,-145,88,64,0,69,69.8,2,1
114,prosocial,194,78,60,6,69,69.8,2,1
115,threat,-233,241,100,50,100,100,2.8333333333333335,3
115,prosocial,132,132,100,50,100,100,2.8333333333333335,3
116,threat,-200,116,95,49,90,84.4,3.5,4
116,prosocial,98,61,100,22,90,84.4,3.5,4
117,threat,-115,184,95,51,94,96.4,2.1666666666666665,3.3333333333333335
117,prosocial,67,174,93,53,94,96.4,2.1666666666666665,3.3333333333333335
118,threat,-169,163,91,62,90,92.6,2.8333333333333335,2
118,prosocial,129,28,99,72,90,92.6,2.8333333333333335,2
119,threat,-228,213,100,0,93,97.8,3.8333333333333335,1.3333333333333333
119,prosocial,237,126,100,0,93,97.8,3.8333333333333335,1.3333333333333333
120,threat,-239,-242,100,0,91,96.8,4.666666666666667,1
120,prosocial,238,-67,100,20,91,96.8,4.666666666666667,1
121,threat,59,-2,100,0,96,99.2,3.1666666666666665,2.6666666666666665
121,prosocial,32,1,100,0,96,99.2,3.1666666666666665,2.6666666666666665
122,threat,-142,218,100,10,75,91,2.5,2.1666666666666665
122,prosocial,94,129,100,15,75,91,2.5,2.1666666666666665
123,threat,-223,214,100,100,100,100,3.5,3
123,prosocial,19,201,100,100,100,100,3.5,3
124,threat,-244,246,100,100,95,97.6,2.6666666666666665,3.5
124,prosocial,246,240,100,60,95,97.6,2.6666666666666665,3.5
125,threat,-171,96,95,0,91,92.6,2.3333333333333335,3.1666666666666665
125,prosocial,22,44,100,0,91,92.6,2.3333333333333335,3.1666666666666665
126,threat,-192,180,100,100,71,87.8,4,1.3333333333333333
126,prosocial,132,78,100,81,71,87.8,4,1.3333333333333333
127,threat,-101,-151,100,50,100,100,2,1
127,prosocial,131,191,100,50,100,100,2,1
128,threat,-79,63,95,60,95,88,1,3.3333333333333335
128,prosocial,-31,-34,100,40,95,88,1,3.3333333333333335
129,threat,-105,115,95,51,95,99,4,2.6666666666666665
129,prosocial,249,162,91,72,95,99,4,2.6666666666666665
130,threat,73,96,69,46,78,71.4,3.5,1.8333333333333333
130,prosocial,126,175,85,82,78,71.4,3.5,1.8333333333333333
131,threat,-84,209,100,0,94,98,3.8333333333333335,2.5
131,prosocial,3,162,100,0,94,98,3.8333333333333335,2.5
132,threat,-216,-231,100,0,100,100,3.5,2
132,prosocial,95,211,100,0,100,100,3.5,2
133,threat,-136,140,95,0,95,85,3.1666666666666665,1.5
133,prosocial,217,70,95,0,95,85,3.1666666666666665,1.5
134,threat,-152,187,100,0,80,88.2,2.1666666666666665,4.166666666666667
134,prosocial,162,79,100,0,80,88.2,2.1666666666666665,4.166666666666667
135,threat,-235,-23,89,4,90,90.2,2.8333333333333335,2
135,prosocial,231,236,99,64,90,90.2,2.8333333333333335,2
137,threat,-243,-239,100,0,100,100,3.6666666666666665,1.3333333333333333
137,prosocial,240,-4,100,0,100,100,3.6666666666666665,1.3333333333333333
138,threat,-116,115,84,60,77,81.2,1.6666666666666667,3.1666666666666665
138,prosocial,27,52,85,65,77,81.2,1.6666666666666667,3.1666666666666665
139,threat,-229,235,100,10,80,30.8,2,2.6666666666666665
139,prosocial,242,138,100,70,80,30.8,2,2.6666666666666665
140,threat,-225,164,93,95,88,90.2,2.6666666666666665,4.5
140,prosocial,171,56,95,78,88,90.2,2.6666666666666665,4.5
141,threat,-247,248,100,60,70,86,1.3333333333333333,3.6666666666666665
141,prosocial,129,1,100,70,70,86,1.3333333333333333,3.6666666666666665
142,threat,-195,203,100,0,95,99,1.8333333333333333,4.166666666666667
142,prosocial,125,131,100,50,95,99,1.8333333333333333,4.166666666666667
143,threat,-239,-247,80,50,80,80,3.1666666666666665,2
143,prosocial,106,2,70,20,80,80,3.1666666666666665,2
144,threat,-232,-234,0,90,1,48.6,2,3.1666666666666665
144,prosocial,-8,-122,3,100,1,48.6,2,3.1666666666666665
145,threat,61,-52,100,0,90,90,2,2.5
145,prosocial,157,-73,100,0,90,90,2,2.5
146,threat,-209,185,100,60,93,96.8,4.5,1.5
146,prosocial,119,72,100,61,93,96.8,4.5,1.5
147,threat,-247,245,100,0,97,99.4,2.1666666666666665,3.8333333333333335
147,prosocial,12,139,100,0,97,99.4,2.1666666666666665,3.8333333333333335
148,threat,-139,182,95,80,62,74.2,3,3.8333333333333335
148,prosocial,203,148,99,88,62,74.2,3,3.8333333333333335
149,threat,-219,47,100,0,82,95.6,4.5,2.3333333333333335
149,prosocial,-2,2,99,1,82,95.6,4.5,2.3333333333333335
150,threat,-126,82,100,0,90,94.2,3.3333333333333335,3.1666666666666665
150,prosocial,-24,-65,100,0,90,94.2,3.3333333333333335,3.1666666666666665
151,threat,-153,122,95,72,73,87.8,2.6666666666666665,2.1666666666666665
151,prosocial,154,175,89,81,73,87.8,2.6666666666666665,2.1666666666666665
152,threat,-199,219,100,0,60,92,3.1666666666666665,1.1666666666666667
152,prosocial,40,-1,100,0,60,92,3.1666666666666665,1.1666666666666667
153,threat,-4,-2,50,0,50,64,1.8333333333333333,4.5
153,prosocial,-4,-3,50,0,50,64,1.8333333333333333,4.5
154,threat,-245,-248,100,0,90,84,3.1666666666666665,3.5
154,prosocial,250,2,100,0,90,84,3.1666666666666665,3.5
155,threat,-229,234,95,60,85,90.2,1.5,4.833333333333333
155,prosocial,-53,176,95,35,85,90.2,1.5,4.833333333333333
156,threat,-136,188,91,70,91,74,4.833333333333333,1.1666666666666667
156,prosocial,20,34,85,67,91,74,4.833333333333333,1.1666666666666667
157,threat,-56,-76,71,79,75,79.4,2.6666666666666665,2.1666666666666665
157,prosocial,0,-19,60,55,75,79.4,2.6666666666666665,2.1666666666666665
158,threat,-108,140,100,0,100,100,1.3333333333333333,4
158,prosocial,-31,145,100,0,100,100,1.3333333333333333,4
159,threat,-239,240,80,50,80,84,2.3333333333333335,3.5
159,prosocial,182,137,90,50,80,84,2.3333333333333335,3.5
160,threat,-234,242,100,81,91,98.2,3,1.1666666666666667
160,prosocial,237,241,100,0,91,98.2,3,1.1666666666666667
161,threat,-220,228,100,3,100,100,2.5,3
161,prosocial,163,36,100,100,100,100,2.5,3
162,threat,-214,224,100,0,100,100,3.5,1.1666666666666667
162,prosocial,241,237,100,0,100,100,3.5,1.1666666666666667
163,threat,-180,-64,96,4,94,93.4,2,3.5
163,prosocial,145,56,96,11,94,93.4,2,3.5
164,threat,-1,0,80,20,81,95.2,1.3333333333333333,2.1666666666666665
164,prosocial,2,1,80,10,81,95.2,1.3333333333333333,2.1666666666666665
165,threat,-233,232,100,0,100,96.6,3.3333333333333335,1
165,prosocial,157,64,100,0,100,96.6,3.3333333333333335,1
166,threat,-219,120,100,0,91,88.2,2,4
166,prosocial,226,-42,100,0,91,88.2,2,4
167,threat,-246,247,91,79,74,84,3.5,3.6666666666666665
167,prosocial,156,151,75,73,74,84,3.5,3.6666666666666665
168,threat,-1,103,100,0,90,98,4,2.5
168,prosocial,233,111,100,0,90,98,4,2.5
169,threat,-244,224,100,0,90,98,2.6666666666666665,2.8333333333333335
169,prosocial,92,147,100,0,90,98,2.6666666666666665,2.8333333333333335
170,threat,-200,201,100,10,80,92.2,3.1666666666666665,1.8333333333333333
170,prosocial,121,115,100,11,80,92.2,3.1666666666666665,1.8333333333333333
171,threat,-241,236,100,51,100,100,3.3333333333333335,2.3333333333333335
171,prosocial,64,72,100,56,100,100,3.3333333333333335,2.3333333333333335
172,threat,-226,81,86,8,82,94.8,2,3.6666666666666665
172,prosocial,156,-27,91,61,82,94.8,2,3.6666666666666665
173,threat,-209,148,92,0,88,92,3.3333333333333335,2.8333333333333335
173,prosocial,46,28,92,0,88,92,3.3333333333333335,2.8333333333333335
174,threat,1,2,100,0,95,98,2.3333333333333335,1.8333333333333333
174,prosocial,232,2,100,0,95,98,2.3333333333333335,1.8333333333333333
175,threat,-157,191,100,0,91,96.8,3.5,1.5
175,prosocial,79,114,100,0,91,96.8,3.5,1.5
176,threat,-235,235,78,51,87,88.6,2.1666666666666665,3.8333333333333335
176,prosocial,39,76,96,34,87,88.6,2.1666666666666665,3.8333333333333335
177,threat,-180,193,100,5,100,100,3.8333333333333335,2.3333333333333335
177,prosocial,-42,97,100,0,100,100,3.8333333333333335,2.3333333333333335
178,threat,-248,186,96,63,81,83.4,2.1666666666666665,3.1666666666666665
178,prosocial,97,69,95,61,81,83.4,2.1666666666666665,3.1666666666666665
179,threat,-232,230,92,100,90,98,5,1.6666666666666667
179,prosocial,-16,215,100,0,90,98,5,1.6666666666666667
180,threat,-163,196,100,59,95,97.4,2,2
180,prosocial,73,214,99,57,95,97.4,2,2
181,threat,-193,23,90,85,95,91,2.5,2.8333333333333335
181,prosocial,37,150,90,65,95,91,2.5,2.8333333333333335
182,threat,-167,221,80,60,100,82.2,3.5,3.6666666666666665
182,prosocial,191,191,90,95,100,82.2,3.5,3.6666666666666665
183,threat,-218,193,90,90,60,74,1.6666666666666667,3.8333333333333335
183,prosocial,215,213,90,91,60,74,1.6666666666666667,3.8333333333333335
184,threat,-196,-35,80,5,85,88,3.1666666666666665,1.6666666666666667
184,prosocial,58,19,80,0,85,88,3.1666666666666665,1.6666666666666667
185,threat,-152,-179,100,100,100,100,3.5,3.5
185,prosocial,145,95,100,100,100,100,3.5,3.5
186,threat,-218,211,100,100,100,100,1,5
186,prosocial,203,196,100,0,100,100,1,5
187,threat,-221,129,90,10,70,92,3.1666666666666665,4.333333333333333
187,prosocial,192,-1,85,15,70,92,3.1666666666666665,4.333333333333333
188,threat,-183,204,100,61,96,94.4,3.8333333333333335,2.5
188,prosocial,215,118,100,61,96,94.4,3.8333333333333335,2.5
189,threat,-226,154,100,0,100,100,1.6666666666666667,3.8333333333333335
189,prosocial,223,233,100,0,100,100,1.6666666666666667,3.8333333333333335
190,threat,-179,168,100,0,90,96,1.5,4.166666666666667
190,prosocial,130,0,100,0,90,96,1.5,4.166666666666667
191,threat,-186,208,92,2,85,87.6,3.1666666666666665,3.5
191,prosocial,191,49,100,3,85,87.6,3.1666666666666665,3.5
192,threat,-174,119,100,65,90,96,1.3333333333333333,3.6666666666666665
192,prosocial,139,28,100,74,90,96,1.3333333333333333,3.6666666666666665
193,threat,-154,154,85,20,80,87,1.5,3.6666666666666665
193,prosocial,155,107,85,5,80,87,1.5,3.6666666666666665
194,threat,-62,179,80,10,90,93,1.5,3.8333333333333335
194,prosocial,-12,22,80,5,90,93,1.5,3.8333333333333335
195,threat,-187,94,100,0,90,98,1.8333333333333333,4
195,prosocial,136,58,100,0,90,98,1.8333333333333333,4
196,threat,-181,193,89,62,80,90.4,4,2.3333333333333335
196,prosocial,71,139,87,59,80,90.4,4,2.3333333333333335
197,threat,-146,124,100,100,100,96.4,2.6666666666666665,3.8333333333333335
197,prosocial,241,240,100,100,100,96.4,2.6666666666666665,3.8333333333333335
198,threat,-246,155,100,0,10,60.4,2.6666666666666665,4.5
198,prosocial,-103,52,100,0,10,60.4,2.6666666666666665,4.5
200,threat,-191,133,98,20,90,95.2,1.6666666666666667,4.166666666666667
200,prosocial,216,195,97,79,90,95.2,1.6666666666666667,4.166666666666667
201,threat,-148,70,100,90,90,89,2,1.3333333333333333
201,prosocial,87,17,100,66,90,89,2,1.3333333333333333
202,threat,-219,-217,95,96,98,99.6,3,2.3333333333333335
202,prosocial,95,113,100,100,98,99.6,3,2.3333333333333335
203,threat,-234,227,100,100,80,96,2.6666666666666665,3
203,prosocial,219,103,100,100,80,96,2.6666666666666665,3
204,threat,-158,223,82,95,90,84,2,4.333333333333333
204,prosocial,136,11,90,100,90,84,2,4.333333333333333
205,threat,21,77,100,0,92,91.4,3.3333333333333335,2.1666666666666665
205,prosocial,50,183,100,0,92,91.4,3.3333333333333335,2.1666666666666665
206,threat,-148,131,95,7,94,68,2.6666666666666665,2.3333333333333335
206,prosocial,93,78,93,17,94,68,2.6666666666666665,2.3333333333333335
207,threat,-245,241,100,100,90,98,4.166666666666667,1
207,prosocial,240,41,100,80,90,98,4.166666666666667,1
208,threat,-240,238,76,77,23,68.6,3.1666666666666665,1.8333333333333333
208,prosocial,166,135,74,60,23,68.6,3.1666666666666665,1.8333333333333333
209,threat,-51,201,100,0,81,76.2,1.8333333333333333,2.3333333333333335
209,prosocial,109,121,100,0,81,76.2,1.8333333333333333,2.3333333333333335
210,threat,-233,97,100,0,100,100,2.8333333333333335,1
210,prosocial,238,122,100,0,100,100,2.8333333333333335,1
211,threat,-215,230,89,98,91,76.4,4.666666666666667,1.3333333333333333
211,prosocial,42,107,89,58,91,76.4,4.666666666666667,1.3333333333333333
212,threat,62,-3,100,0,100,89.4,2.5,2.3333333333333335
212,prosocial,239,97,100,0,100,89.4,2.5,2.3333333333333335
213,threat,-32,127,91,87,86,87.4,3.1666666666666665,2.8333333333333335
213,prosocial,102,134,90,6,86,87.4,3.1666666666666665,2.8333333333333335
214,threat,-152,24,94,52,83,93.8,3.8333333333333335,2
214,prosocial,92,1,96,0,83,93.8,3.8333333333333335,2
